id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
816998498709351546,Live-Work Downtown San Francisco Loft,4452428,Sebastien,,South of Market,37.7846897427046,-122.39287435492312,Entire home/apt,120,30,7,2024-08-18,0.45,1,65,4,
843369859239382405,San Fran-Studio Suite - Queen Size bed,478633299,Pedro And Jomary,,Chinatown,37.7905509,-122.4069285,Entire home/apt,209,2,8,2024-06-28,0.48,4,79,4,Exempt
846600084808777574,Charming Edwardian 3BR/1.5BA,69534741,Sara,,Nob Hill,37.79323179265031,-122.41243964527463,Entire home/apt,345,3,30,2024-08-08,2.18,1,158,28,2021-002044STR
852397306676923247,Broadmoor Studio 429,502034331,Larkin,,Western Addition,37.785843903407006,-122.42555259637246,Private room,100,4,32,2024-08-11,1.91,14,334,23,Exempt
852946455508526884,Delightful Union Sq. Location - Hotel Style Studio,70722023,Michael,,Financial District,37.78985982124507,-122.40560248410377,Entire home/apt,,1,4,2024-05-09,0.34,74,0,4,Exempt
855242800972626187,Elegant Room in Union Square,224976669,Rebecca,,Downtown/Civic Center,37.78620692363418,-122.41178813033994,Private room,299,1,1,2023-06-11,0.07,4,357,0,Exempt
858819824306415502,"Luxury home, rooftop, Telegraph Hill/North Beach",21460931,Vinaya,,North Beach,37.798746564512605,-122.40386626195738,Entire home/apt,850,2,27,2024-05-27,1.62,1,65,17,2023-002887STR
860352294014677041,Sweeping views of San Francisco Bay,29132856,Jan,,Castro/Upper Market,37.76006,-122.44389,Entire home/apt,300,30,5,2024-08-31,0.43,1,334,5,
862960375236121229,Top Floor Two Bed Apartment in Mission Dolores,46574267,Amy,,Castro/Upper Market,37.7623469507935,-122.4263734145448,Entire home/apt,166,30,2,2024-05-30,0.16,2,77,1,
868232155038122426,Cozy and spacious house,45310052,Lena,,Outer Richmond,37.7789456,-122.4844697,Entire home/apt,,30,0,,,1,0,0,
874607704419774001,Amazing 2BR Apt - Clarendon H,450765852,Ariel,,Twin Peaks,37.75861415218211,-122.44566055177616,Entire home/apt,295,30,0,,,12,364,0,
875267410430053691,Furnished 2BR in Inner Richmond,2047513,Billy,,Inner Richmond,37.78501,-122.46027,Entire home/apt,200,30,2,2024-08-03,0.15,1,135,1,
878183410823774758,Central Modern Marina Condo,30240729,Kevin,,Marina,37.800042785192396,-122.43154443659267,Entire home/apt,,30,0,,,1,0,0,
20724784,Luxury Tudor  on Telegraph Hill,148406261,Charles,,North Beach,37.80254,-122.407,Private room,,30,0,,,1,0,0,
49500530,The best golden gate view apartment,30180310,Kamila,,Pacific Heights,37.79407,-122.42958,Entire home/apt,,30,0,,,1,0,0,
1178560936790509752,Listy Wisty Airbnb in Soma.,1338515,Pratik,,South of Market,37.7726500855851,-122.4042486037335,Entire home/apt,,31,0,,,1,365,0,
22067613,1 BR in SF,27142405,Willow,,Pacific Heights,37.7896,-122.44309,Private room,,30,0,,,1,0,0,
38047206,52 Vesta home,92965890,唱,,Bayview,37.7298,-122.40096,Private room,,90,0,,,1,0,0,
24249961,San Francisco (Noe Valley) Private Studio,19182902,Justin,,Noe Valley,37.74791,-122.43225,Entire home/apt,,31,0,,,1,0,0,
873342131916467714,Tastefully furnished 2bed/1bath,141228523,Candy,,Ocean View,37.7194221,-122.4589093,Entire home/apt,,30,1,2023-06-17,0.07,1,0,0,
1097709532650534232,Lower Haight flat,96092167,Michael,,Western Addition,37.77306,-122.42852,Private room,,30,0,,,5,0,0,
762604631495030554,Mt Davidson Mid Century Modern,148387515,Temi,,West of Twin Peaks,37.73569,-122.45334,Entire home/apt,250,30,0,,,1,100,0,
42340184,Mid Market street @ Bart station,204441,Gary,,South of Market,37.77942,-122.41257,Private room,160,30,0,,,3,365,0,
47708045,"Sunny Top Floor 2BR, Quiet and 1 block from BART",151524034,Marc,,Mission,37.75014,-122.41809,Entire home/apt,110,30,7,2023-05-25,0.20,3,364,0,
807643297879567533,"1bed condo. Unlimited comfort (pool, jacuzzi, gym)",54848965,Rajiv,,Downtown/Civic Center,37.7811165,-122.4213309,Entire home/apt,190,30,0,,,1,365,0,
27558226,SanFrancisco Fully Furnished Studio/Apt clean&safe,86439703,Sylvia N,,Outer Mission,37.71456,-122.44272,Entire home/apt,,30,0,,,1,0,0,
755946142700673937,Inn at the Opera Hotel Room,457152913,Todd,,Downtown/Civic Center,37.77912,-122.42322,Entire home/apt,200,2,0,,,5,56,0,Exempt
1196787522402852230,Casa de kevin,588492221,Kevin B,,South of Market,37.77158,-122.42059,Shared room,39,30,0,,,1,89,0,
7963103,SF Hotel Studio: Union Square (7),22267033,Jennifer,,Downtown/Civic Center,37.78879,-122.41111,Entire home/apt,306,2,15,2019-11-22,0.14,19,361,0,License not needed per OSTR
653038076124532420,Entire 2 bed 1.5 bath house,465093499,Stephen,,Ocean View,37.7167999,-122.4599266,Entire home/apt,138,2,71,2024-08-18,2.76,2,151,39,2022-006117STR
5547500,"1 Private Bed, Renovated Bath, Castro & City Views",23071835,Jason,,Twin Peaks,37.75811,-122.44439,Private room,165,3,412,2024-08-17,3.73,3,233,38,2022-008100STR
6473013,Potrero Hill Private BR in a 3BR,4110058,Tom,,Potrero Hill,37.76011,-122.40172,Private room,,500,7,2016-07-31,0.07,3,365,0,
6886839,Top Floor Artist Retreat w/ Backyard & Fireplace,3275513,Lauren,,Mission,37.75407,-122.41441,Entire home/apt,,2,6,2023-10-05,0.05,1,0,3,2023-001468STR
